cache_interval,layer_depth,time_seconds,time_minutes
4,1,187,3.11
4,2,216,3.60
4,3,238,3.96
4,4,261,4.35
4,5,282,4.70
4,6,306,5.10
4,7,331,5.51
4,8,354,5.90
4,9,360,6.00
4,10,365,6.08
4,11,370,6.16
4,12,373,6.21
4,13,375,6.25
4,14,374,6.23
4,15,376,6.26
